employee_id,client_id,product_id,location_id,trans_qty,trans_date
1,ACN,640,VA,520,2015-11-09
1,ALK,644,MI,229,2015-11-10
1,WHR,643,CT,812,2015-11-11
1,COG,638,OR,106,2015-11-12
1,SHLD,639,IN,123,2015-11-13
1,HMC,638,VT,632,2015-11-14
1,ULTA,639,DE,71,2015-11-15
1,WHR,635,AL,9,2015-11-16
1,ULTA,643,ID,525,2015-11-17
1,KO,636,NH,48,2015-11-18
1,PFE,642,AS,458,2015-11-19
1,ALK,638,NE,768,2015-11-20
1,PFE,639,AL,851,2015-11-21
1,WHR,643,WV,389,2015-11-22
1,CXO,637,MS,154,2015-11-23
1,TM,644,FL,553,2015-11-24
1,AMD,636,VA,241,2015-11-25
1,HMC,643,GU,639,2015-11-26
1,ALK,638,WA,542,2015-11-27
1,AMD,640,PA,219,2015-11-28
1,KO,635,IL,245,2015-11-29
1,CXO,636,ME,23,2015-11-30
1,HMC,645,AZ,447,2015-12-01
1,HMC,635,CO,910,2015-12-02
1,ULTA,645,WY,631,2015-12-03
1,NVS,641,AK,582,2015-12-04
1,AMD,639,AL,349,2015-12-05
1,HMC,644,KS,56,2015-12-06
1,PFE,637,SC,780,2015-12-07
1,CXO,642,AL,423,2015-12-08
1,TM,645,OK,195,2015-12-09
1,FANG,645,ND,756,2015-12-10
1,BUD,640,NM,39,2015-12-11
1,CXO,638,MA,468,2015-12-12
1,ACN,643,MS,610,2015-12-13
1,COG,638,NH,137,2015-12-14
1,CXO,642,NE,526,2015-12-15
1,CXO,635,WI,776,2015-12-16
1,WHR,640,LA,125,2015-12-17
1,FANG,640,SD,188,2015-12-18
1,CXO,642,RI,883,2015-12-19
1,MA,635,WI,399,2015-12-20
1,SHLD,644,KS,401,2015-12-21
1,AMD,636,NC,508,2015-12-22
1,MA,641,MS,379,2015-12-23
1,HMC,644,ND,708,2015-12-24
1,FANG,640,CO,825,2015-12-25
1,NVS,640,WV,518,2015-12-26
1,FANG,642,UT,803,2015-12-27
1,AMD,637,WY,11,2015-12-28
1,BUD,641,WI,341,2015-12-29
1,TM,644,NJ,2,2015-12-30
1,NVS,643,SD,231,2015-12-31
1,TM,641,MS,806,2016-01-01
1,HMC,641,CA,984,2016-01-02
1,MA,639,ID,591,2016-01-03
1,NVS,639,MI,98,2016-01-04
1,CXO,636,MI,596,2016-01-05
1,NVS,644,RI,233,2016-01-06
1,SHLD,638,CT,282,2016-01-07
1,FANG,639,AS,260,2016-01-08
1,ACN,641,LA,532,2016-01-09
1,TM,639,GA,955,2016-01-10
1,ULTA,641,MI,25,2016-01-11
1,WHR,635,AL,936,2016-01-12
1,PFE,639,AK,857,2016-01-13
1,MA,645,AK,123,2016-01-14
1,HMC,642,HI,164,2016-01-15
1,MA,637,NY,655,2016-01-16
1,BUD,637,AL,897,2016-01-17
1,ACN,637,GA,748,2016-01-18
1,FANG,644,IL,957,2016-01-19
1,HMC,636,ID,361,2016-01-20
1,PFE,640,SD,784,2016-01-21
1,CXO,639,PR,46,2016-01-22
1,KO,637,WA,699,2016-01-23
1,AMD,636,NJ,322,2016-01-24
1,BUD,638,CO,426,2016-01-25
1,MA,641,PR,41,2016-01-26
1,AMD,643,RI,442,2016-01-27
1,HMC,643,IA,679,2016-01-28
1,ULTA,637,IN,374,2016-01-29
1,BUD,635,WY,187,2016-01-30
1,SHLD,641,WY,123,2016-01-31
1,HMC,637,SD,886,2016-02-01
1,KO,639,AK,962,2016-02-02
1,ULTA,645,ME,22,2016-02-03
1,COG,642,GA,308,2016-02-04
1,SHLD,635,NH,454,2016-02-05
1,ALK,642,PR,270,2016-02-06
1,KO,640,VT,19,2016-02-07
1,HMC,644,OR,398,2016-02-08
1,WHR,637,KS,544,2016-02-09
1,ALK,640,FL,238,2016-02-10
1,HMC,644,NH,44,2016-02-11
1,PFE,640,GA,201,2016-02-12
1,CXO,642,NC,786,2016-02-13
1,COG,635,MP,630,2016-02-14
1,MA,639,TX,946,2016-02-15
1,FANG,636,MT,673,2016-02-16
1,FANG,637,AZ,371,2016-02-17
1,CXO,635,DE,711,2016-02-18
1,SHLD,641,IA,134,2016-02-19
1,FANG,643,ID,233,2016-02-20
1,ACN,637,DC,190,2016-02-21
1,ALK,643,NH,790,2016-02-22
1,TM,638,UT,688,2016-02-23
1,WHR,644,FL,40,2016-02-24
1,ACN,638,RI,247,2016-02-25
1,TM,639,TX,177,2016-02-26
1,NVS,637,UT,959,2016-02-27
1,CXO,635,SC,641,2016-02-28
1,ALK,637,AZ,527,2016-02-29
1,WHR,636,NE,557,2016-03-01
1,ACN,642,MN,408,2016-03-02
1,WHR,644,IA,56,2016-03-03
1,CXO,643,OR,602,2016-03-04
1,AMD,642,WI,947,2016-03-05
1,CXO,642,NV,400,2016-03-06
1,HMC,645,SD,527,2016-03-07
1,PFE,641,IN,167,2016-03-08
1,SHLD,639,VA,667,2016-03-09
1,HMC,644,AZ,728,2016-03-10
1,NVS,636,GU,238,2016-03-11
1,ACN,643,MN,324,2016-03-12
1,ALK,639,GU,902,2016-03-13
1,SHLD,637,DE,843,2016-03-14
1,PFE,640,CA,77,2016-03-15
1,PFE,639,MS,146,2016-03-16
1,HMC,637,AZ,659,2016-03-17
1,NVS,642,KY,555,2016-03-18
1,ACN,635,ME,677,2016-03-19
1,WHR,643,UT,817,2016-03-20
1,COG,636,FL,736,2016-03-21
1,SHLD,636,VI,304,2016-03-22
1,HMC,637,IL,962,2016-03-23
1,CXO,636,AL,685,2016-03-24
1,SHLD,644,ME,232,2016-03-25
1,PFE,637,CT,149,2016-03-26
1,NVS,643,DC,662,2016-03-27
1,HMC,639,OH,673,2016-03-28
1,KO,645,OH,664,2016-03-29
1,KO,636,NJ,216,2016-03-30
1,AMD,644,VT,338,2016-03-31
1,WHR,641,WY,880,2016-04-01
1,CXO,639,NC,15,2016-04-02
1,CXO,642,GA,669,2016-04-03
1,ULTA,643,OK,542,2016-04-04
1,COG,637,TN,30,2016-04-05
1,PFE,638,TN,288,2016-04-06
1,ALK,636,FL,224,2016-04-07
1,SHLD,640,MA,551,2016-04-08
1,MA,640,NM,833,2016-04-09
1,PFE,641,CO,132,2016-04-10
1,COG,636,OH,131,2016-04-11
1,HMC,637,PR,971,2016-04-12
1,MA,635,MA,70,2016-04-13
1,ULTA,636,VT,838,2016-04-14
1,ULTA,639,KS,800,2016-04-15
1,ALK,641,NJ,625,2016-04-16
1,AMD,644,IL,80,2016-04-17
1,PFE,641,IL,717,2016-04-18
1,AMD,640,RI,72,2016-04-19
1,ALK,642,NH,671,2016-04-20
1,ALK,643,NH,691,2016-04-21
1,COG,637,VA,875,2016-04-22
1,SHLD,641,IL,328,2016-04-23
1,ALK,635,NY,138,2016-04-24
1,PFE,636,KY,115,2016-04-25
1,KO,645,SC,431,2016-04-26
1,SHLD,644,UT,276,2016-04-27
1,SHLD,638,NV,683,2016-04-28
1,COG,638,NV,667,2016-04-29
1,HMC,641,KY,946,2016-04-30
1,ACN,644,AS,330,2016-05-01
1,KO,640,VI,102,2016-05-02
1,SHLD,638,HI,645,2016-05-03
1,ULTA,636,SC,772,2016-05-04
1,KO,639,VI,565,2016-05-05
1,TM,642,DE,276,2016-05-06
1,ACN,635,LA,634,2016-05-07
1,ULTA,641,WY,778,2016-05-08
1,PFE,642,NH,534,2016-05-09
1,SHLD,643,CT,194,2016-05-10
1,BUD,642,CO,926,2016-05-11
1,ACN,641,IL,762,2016-05-12
1,ALK,645,ND,747,2016-05-13
1,HMC,635,GA,117,2016-05-14
1,ACN,641,CT,522,2016-05-15
1,MA,641,OH,88,2016-05-16
1,MA,637,MO,8,2016-05-17
1,BUD,645,MD,103,2016-05-18
1,COG,641,OK,954,2016-05-19
1,MA,644,GU,820,2016-05-20
1,SHLD,635,CT,113,2016-05-21
1,MA,640,PR,258,2016-05-22
1,ALK,640,AK,874,2016-05-23
1,ACN,642,GA,611,2016-05-24
1,NVS,641,WV,204,2016-05-25
1,MA,643,MP,192,2016-05-26
1,KO,635,VI,517,2016-05-27
1,HMC,638,NJ,509,2016-05-28
1,FANG,642,VA,592,2016-05-29
1,FANG,644,WI,808,2016-05-30
1,KO,645,MA,512,2016-05-31
1,ACN,639,RI,721,2016-06-01
1,ULTA,635,MO,256,2016-06-02
1,FANG,645,IL,255,2016-06-03
1,ALK,636,SD,305,2016-06-04
1,KO,640,MI,289,2016-06-05
1,MA,635,MI,738,2016-06-06
1,PFE,641,NC,395,2016-06-07
1,FANG,638,CO,501,2016-06-08
1,WHR,636,NH,50,2016-06-09
1,TM,645,TN,587,2016-06-10
1,CXO,639,MN,48,2016-06-11
1,SHLD,643,CT,177,2016-06-12
1,ALK,635,NE,670,2016-06-13
1,SHLD,635,HI,921,2016-06-14
1,PFE,645,WV,263,2016-06-15
1,ALK,639,AS,189,2016-06-16
1,AMD,635,WI,729,2016-06-17
1,AMD,639,IL,271,2016-06-18
1,BUD,638,AZ,490,2016-06-19
1,KO,637,CO,325,2016-06-20
1,KO,639,AK,537,2016-06-21
1,BUD,637,NY,434,2016-06-22
1,ACN,635,SC,728,2016-06-23
1,WHR,635,PR,547,2016-06-24
1,COG,635,KY,3,2016-06-25
1,KO,639,DC,719,2016-06-26
1,FANG,642,DC,346,2016-06-27
1,AMD,644,NH,555,2016-06-28
1,AMD,640,CA,989,2016-06-29
1,WHR,639,MT,674,2016-06-30
1,PFE,638,AL,907,2016-07-01
1,AMD,635,DC,574,2016-07-02
1,WHR,637,TN,438,2016-07-03
1,BUD,641,PR,636,2016-07-04
1,TM,639,NV,380,2016-07-05
1,BUD,643,NY,902,2016-07-06
1,PFE,635,IL,730,2016-07-07
1,COG,639,NY,941,2016-07-08
1,SHLD,644,MA,610,2016-07-09
1,SHLD,643,DE,921,2016-07-10
1,ULTA,639,IL,708,2016-07-11
1,WHR,643,WA,225,2016-07-12
1,COG,637,DE,184,2016-07-13
1,ALK,635,TX,655,2016-07-14
1,KO,641,IN,254,2016-07-15
1,PFE,643,MD,170,2016-07-16
1,ULTA,640,TX,806,2016-07-17
1,MA,640,WV,9,2016-07-18
1,PFE,640,NV,685,2016-07-19
1,CXO,638,NJ,66,2016-07-20
1,HMC,641,MN,759,2016-07-21
1,PFE,636,MA,633,2016-07-22
1,SHLD,644,NJ,613,2016-07-23
1,COG,643,WV,351,2016-07-24
1,TM,635,MI,888,2016-07-25
1,AMD,635,MS,657,2016-07-26
1,ALK,638,CT,761,2016-07-27
1,KO,642,NH,964,2016-07-28
1,TM,639,PA,683,2016-07-29
1,NVS,635,UT,630,2016-07-30
1,CXO,635,CA,896,2016-07-31
1,HMC,635,NC,68,2016-08-01
1,FANG,643,SD,387,2016-08-02
1,TM,637,WY,513,2016-08-03
1,NVS,639,WY,839,2016-08-04
1,AMD,635,CA,5,2016-08-05
1,AMD,638,RI,67,2016-08-06
1,TM,639,OH,700,2016-08-07
1,ACN,643,MT,96,2016-08-08
1,BUD,640,PA,321,2016-08-09
1,TM,635,RI,796,2016-08-10
1,TM,644,AZ,861,2016-08-11
1,COG,643,TX,575,2016-08-12
1,ALK,639,MA,705,2016-08-13
1,BUD,636,NY,103,2016-08-14
1,WHR,637,VT,429,2016-08-15
1,KO,641,AZ,150,2016-08-16
1,WHR,641,NM,749,2016-08-17
1,COG,640,KY,965,2016-08-18
1,TM,639,ID,742,2016-08-19
1,HMC,635,NE,79,2016-08-20
1,ACN,644,CT,878,2016-08-21
1,WHR,637,GA,808,2016-08-22
1,ACN,641,NY,592,2016-08-23
1,ACN,641,DC,658,2016-08-24
1,MA,639,NE,886,2016-08-25
1,ULTA,640,IN,453,2016-08-26
1,TM,645,WI,274,2016-08-27
1,AMD,639,IA,235,2016-08-28
1,HMC,645,WA,850,2016-08-29
1,PFE,635,RI,992,2016-08-30
1,PFE,636,AL,409,2016-08-31
1,ALK,641,IL,652,2016-09-01
1,ULTA,636,AS,596,2016-09-02
1,WHR,637,TN,620,2016-09-03
1,AMD,637,RI,399,2016-09-04
1,WHR,643,PR,311,2016-09-05
1,AMD,637,NH,369,2016-09-06
1,FANG,639,NJ,335,2016-09-07
1,CXO,645,OR,860,2016-09-08
1,ACN,638,WA,317,2016-09-09
1,ULTA,636,HI,305,2016-09-10
1,WHR,641,LA,963,2016-09-11
1,ACN,643,AS,927,2016-09-12
1,PFE,640,AL,908,2016-09-13
1,CXO,642,MD,358,2016-09-14
1,SHLD,638,AL,594,2016-09-15
1,AMD,643,MD,27,2016-09-16
1,NVS,639,CA,172,2016-09-17
1,HMC,635,KY,330,2016-09-18
1,KO,636,NH,838,2016-09-19
1,COG,640,KS,174,2016-09-20
1,NVS,644,VT,595,2016-09-21
1,KO,635,TX,374,2016-09-22
1,SHLD,645,MN,921,2016-09-23
1,ULTA,639,WY,885,2016-09-24
1,KO,644,IL,162,2016-09-25
1,ACN,644,NY,96,2016-09-26
1,FANG,641,WA,569,2016-09-27
1,SHLD,635,NE,247,2016-09-28
1,WHR,640,CO,117,2016-09-29
1,ULTA,639,VI,623,2016-09-30
1,COG,644,IL,91,2016-10-01
1,CXO,637,MD,34,2016-10-02
1,PFE,636,DC,807,2016-10-03
1,NVS,645,GA,217,2016-10-04
1,MA,644,OR,560,2016-10-05
1,CXO,643,NE,477,2016-10-06
1,HMC,642,NY,526,2016-10-07
1,FANG,638,GU,459,2016-10-08
1,SHLD,637,NJ,718,2016-10-09
1,TM,637,WY,178,2016-10-10
1,NVS,641,PA,921,2016-10-11
1,HMC,640,AZ,138,2016-10-12
1,FANG,638,OK,867,2016-10-13
1,HMC,635,IN,434,2016-10-14
1,BUD,645,IN,157,2016-10-15
1,CXO,644,CO,290,2016-10-16
1,KO,644,MP,60,2016-10-17
1,NVS,638,TN,683,2016-10-18
1,PFE,636,IA,584,2016-10-19
1,HMC,643,OR,871,2016-10-20
1,PFE,635,PA,772,2016-10-21
1,MA,640,MP,519,2016-10-22
1,COG,640,MI,501,2016-10-23
1,COG,643,DC,737,2016-10-24
1,WHR,637,PR,609,2016-10-25
1,ULTA,640,IL,78,2016-10-26
1,MA,639,NJ,535,2016-10-27
1,BUD,639,LA,9,2016-10-28
1,ALK,641,WI,925,2016-10-29
1,ULTA,645,PR,464,2016-10-30
1,PFE,645,NY,550,2016-10-31
1,AMD,643,DE,462,2016-11-01
1,WHR,643,WY,491,2016-11-02
1,HMC,636,KY,156,2016-11-03
1,PFE,643,OK,103,2016-11-04
1,TM,640,MD,139,2016-11-05
1,KO,639,AZ,756,2016-11-06
1,ULTA,642,NV,955,2016-11-07
1,FANG,643,CO,117,2016-11-08
1,SHLD,645,PA,664,2016-11-09
1,ULTA,643,FL,745,2016-11-10
1,PFE,643,MD,203,2016-11-11
1,ALK,645,NE,568,2016-11-12
1,ALK,639,NV,506,2016-11-13
1,WHR,642,KY,99,2016-11-14
1,ALK,640,MP,627,2016-11-15
1,FANG,639,SD,721,2016-11-16
1,ACN,644,IA,830,2016-11-17
1,FANG,637,CA,555,2016-11-18
1,NVS,641,MA,700,2016-11-19
1,CXO,644,OH,128,2016-11-20
1,ALK,645,NC,872,2016-11-21
1,WHR,645,GU,634,2016-11-22
1,CXO,638,LA,910,2016-11-23
1,NVS,638,TX,535,2016-11-24
1,KO,644,NV,932,2016-11-25
1,ULTA,636,WI,868,2016-11-26
1,SHLD,635,TX,645,2016-11-27
1,CXO,642,HI,246,2016-11-28
1,PFE,641,MD,642,2016-11-29
